Condition,Data Type,Geography,Sex,Age group type,Prevalence_Age_Group,Fiscal year,Prevalence_Rate,Standard Error,Prevalence_Lower_CI,Prevalence_Upper_CI,Rate CV (%),Case counts,Population_disease,Primary_Specialty,Secondary_Specialty,Mapping_Type,Mapping_Rationale,Province,Specialty,Population_market,Physician_Count,Physicians_per_100k,Service_Volume,Services_per_Physician,Market_Activity_Index,Incidence_Rate,Incidence_Age_Group,Incidence_Lower_CI,Incidence_Upper_CI,Incidence_Evidence_Status,Market_Evidence_Status,Prevalence_Percentile,Geographic_Prevalence_Signal,Market_Activity_Percentile
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Northwest Territories,Both sexes,Total,1+,2023–2024,9.27,0.1482,8.98,9.57,1.6,4180.0,44635.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Northwest Territories,Psychiatry,44300,2,4.514672686230248,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.25,Lower relative prevalence,
Use of health services for mood and anxiety disorders (annual),Age-standardized prevalence,Nunavut,Both sexes,Total,1+,2023–2024,1.18,0.0606,1.07,1.35,5.12,475.0,42260.0,Psychiatry,,Direct,Mood and anxiety disorders are primarily associated with psychiatry,Nunavut,Psychiatry,40900,0,0.0,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Use of health services for schizophrenia (annual),Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,1+,2023–2024,0.11,0.0044,0.1,0.12,3.95,665.0,550540.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Newfoundland and Labrador,Psychiatry,540500,85,15.726179463459758,50987.0,599.8470588235294,0.288162705121386,,,,,Not_available_for_condition,Available,0.08333333333333333,Lower relative prevalence,0.23863636363636365
Use of health services for schizophrenia (annual),Age-standardized prevalence,Prince Edward Island,Both sexes,Total,1+,2023–2024,0.31,0.0133,0.29,0.34,4.26,555.0,178455.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Prince Edward Island,Psychiatry,175800,15,8.532423208191126,29746.0,1983.0666666666664,0.9526525915180515,,,,,Not_available_for_condition,Available,0.5,Moderate relative prevalence,0.6022727272727273
Use of health services for schizophrenia (annual),Age-standardized prevalence,Nova Scotia,Both sexes,Total,1+,2023–2024,0.15,0.0035,0.14,0.16,2.36,1810.0,1149030.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Nova Scotia,Psychiatry,1056200,202,19.125165688316606,47152.0,233.4257425742574,0.11213623945592277,,,,,Not_available_for_condition,Available,0.16666666666666666,Lower relative prevalence,0.14772727272727273
Use of health services for schizophrenia (annual),Age-standardized prevalence,New Brunswick,Both sexes,Total,1+,2023–2024,,,,,,,,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,New Brunswick,Psychiatry,835000,97,11.616766467065869,78744.0,811.7938144329897,0.38998057609321185,,,,,Not_available_for_condition,Available,,Evidence unavailable,0.32954545454545453
Use of health services for schizophrenia (annual),Age-standardized prevalence,Quebec,Both sexes,Total,1+,2023–2024,0.28,0.0018,0.27,0.28,0.65,24085.0,8752780.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Quebec,Psychiatry,8903100,1350,15.16325774168548,2863602.0,2121.1866666666665,1.019004559483731,,,,,Not_available_for_condition,Available,0.2916666666666667,Lower relative prevalence,0.7840909090909091
Use of health services for schizophrenia (annual),Age-standardized prevalence,Ontario,Both sexes,Total,1+,2023–2024,0.42,0.0016,0.41,0.42,0.38,68955.0,16398910.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Ontario,Psychiatry,15788400,2220,14.060956145017862,4632344.0,2086.6414414414417,1.0024092533911209,,,,,Not_available_for_condition,Available,0.8333333333333334,High relative prevalence,0.6931818181818182
Use of health services for schizophrenia (annual),Age-standardized prevalence,Manitoba,Both sexes,Total,1+,2023–2024,0.4,0.0053,0.39,0.41,1.32,5820.0,1501935.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Manitoba,Psychiatry,1461000,192,13.141683778234087,419270.0,2183.6979166666665,1.0490345656920612,,,,,Not_available_for_condition,Available,0.75,High relative prevalence,0.875
Use of health services for schizophrenia (annual),Age-standardized prevalence,Saskatchewan,Both sexes,Total,1+,2023–2024,0.29,0.0048,0.28,0.3,1.68,3600.0,1308590.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Saskatchewan,Psychiatry,1217700,113,9.279789767594648,171947.0,1521.654867256637,0.7309933029759088,,,,,Not_available_for_condition,Available,0.4166666666666667,Lower relative prevalence,0.42045454545454547
Use of health services for schizophrenia (annual),Age-standardized prevalence,Alberta,Both sexes,Total,1+,2023–2024,0.46,0.003,0.45,0.46,0.65,24305.0,5351835.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Alberta,Psychiatry,4734700,679,14.340929731556384,2295519.0,3380.7349042709866,1.6240835075922582,,,,,Not_available_for_condition,Available,0.9166666666666666,High relative prevalence,0.9659090909090909
Use of health services for schizophrenia (annual),Age-standardized prevalence,British Columbia,Both sexes,Total,1+,2023–2024,0.48,0.0029,0.48,0.49,0.59,28835.0,5805145.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,British Columbia,Psychiatry,5585500,973,17.42010563065079,1654851.0,1700.7718396711202,0.8170399552764827,,,,,Not_available_for_condition,Available,1.0,High relative prevalence,0.5113636363636364
Use of health services for schizophrenia (annual),Age-standardized prevalence,Yukon,Both sexes,Total,1+,2023–2024,0.28,0.0245,0.24,0.34,8.61,140.0,46970.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Yukon,Psychiatry,45700,2,4.3763676148796495,95.0,47.5,0.022818697352807494,,,,,Not_available_for_condition,Available,0.2916666666666667,Lower relative prevalence,0.056818181818181816
Use of health services for schizophrenia (annual),Age-standardized prevalence,Northwest Territories,Both sexes,Total,1+,2023–2024,0.32,0.0266,0.27,0.38,8.42,150.0,44635.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Northwest Territories,Psychiatry,44300,2,4.514672686230248,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.5833333333333334,Moderate relative prevalence,
Use of health services for schizophrenia (annual),Age-standardized prevalence,Nunavut,Both sexes,Total,1+,2023–2024,0.33,0.0295,0.28,0.45,8.84,140.0,42260.0,Psychiatry,,Direct,Schizophrenia-related health service utilization with primary relevance to psychiatry,Nunavut,Psychiatry,40900,0,0.0,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.6666666666666666,Moderate relative prevalence,
Schizophrenia,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,10+,2023–2024,0.55,0.0104,0.53,0.57,1.88,2930.0,510675.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Newfoundland and Labrador,Psychiatry,540500,85,15.726179463459758,50987.0,599.8470588235294,0.288162705121386,,,,,Not_available_for_condition,Available,0.16666666666666666,Lower relative prevalence,0.23863636363636365
Schizophrenia,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,10+,2023–2024,0.68,0.0206,0.64,0.72,3.02,1105.0,163740.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Prince Edward Island,Psychiatry,175800,15,8.532423208191126,29746.0,1983.0666666666664,0.9526525915180515,,,,,Not_available_for_condition,Available,0.3333333333333333,Lower relative prevalence,0.6022727272727273
Schizophrenia,Age-standardized prevalence,Nova Scotia,Both sexes,Total,10+,2023–2024,0.59,0.0074,0.58,0.61,1.25,6480.0,1060985.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Nova Scotia,Psychiatry,1056200,202,19.125165688316606,47152.0,233.4257425742574,0.11213623945592277,,,,,Not_available_for_condition,Available,0.25,Lower relative prevalence,0.14772727272727273
Schizophrenia,Age-standardized prevalence,New Brunswick,Both sexes,Total,10+,2023–2024,,,,,,,,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,New Brunswick,Psychiatry,835000,97,11.616766467065869,78744.0,811.7938144329897,0.38998057609321185,,,,,Not_available_for_condition,Available,,Evidence unavailable,0.32954545454545453
Schizophrenia,Age-standardized prevalence,Quebec,Both sexes,Total,10+,2023–2024,1.01,0.0036,1.01,1.02,0.35,81265.0,7937025.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Quebec,Psychiatry,8903100,1350,15.16325774168548,2863602.0,2121.1866666666665,1.019004559483731,,,,,Not_available_for_condition,Available,0.75,High relative prevalence,0.7840909090909091
Schizophrenia,Age-standardized prevalence,Ontario,Both sexes,Total,10+,2023–2024,1.04,0.0026,1.03,1.05,0.25,156110.0,14978375.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Ontario,Psychiatry,15788400,2220,14.060956145017862,4632344.0,2086.6414414414417,1.0024092533911209,,,,,Not_available_for_condition,Available,0.8333333333333334,High relative prevalence,0.6931818181818182
Schizophrenia,Age-standardized prevalence,Manitoba,Both sexes,Total,10+,2023–2024,0.86,0.0082,0.84,0.87,0.95,11150.0,1337780.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Manitoba,Psychiatry,1461000,192,13.141683778234087,419270.0,2183.6979166666665,1.0490345656920612,,,,,Not_available_for_condition,Available,0.5,Moderate relative prevalence,0.875
Schizophrenia,Age-standardized prevalence,Saskatchewan,Both sexes,Total,10+,2023–2024,0.77,0.0083,0.75,0.78,1.08,8660.0,1162515.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Saskatchewan,Psychiatry,1217700,113,9.279789767594648,171947.0,1521.654867256637,0.7309933029759088,,,,,Not_available_for_condition,Available,0.4166666666666667,Lower relative prevalence,0.42045454545454547
Schizophrenia,Age-standardized prevalence,Alberta,Both sexes,Total,10+,2023–2024,0.95,0.0045,0.94,0.96,0.48,44905.0,4805600.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Alberta,Psychiatry,4734700,679,14.340929731556384,2295519.0,3380.7349042709866,1.6240835075922582,,,,,Not_available_for_condition,Available,0.6666666666666666,Moderate relative prevalence,0.9659090909090909
Schizophrenia,Age-standardized prevalence,British Columbia,Both sexes,Total,10+,2023–2024,1.09,0.0045,1.09,1.1,0.41,58805.0,5348230.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,British Columbia,Psychiatry,5585500,973,17.42010563065079,1654851.0,1700.7718396711202,0.8170399552764827,,,,,Not_available_for_condition,Available,0.9166666666666666,High relative prevalence,0.5113636363636364
Schizophrenia,Age-standardized prevalence,Yukon,Both sexes,Total,10+,2023–2024,0.54,0.0357,0.47,0.62,6.58,240.0,42545.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Yukon,Psychiatry,45700,2,4.3763676148796495,95.0,47.5,0.022818697352807494,,,,,Not_available_for_condition,Available,0.08333333333333333,Lower relative prevalence,0.056818181818181816
Schizophrenia,Age-standardized prevalence,Northwest Territories,Both sexes,Total,10+,2023–2024,0.88,0.0487,0.79,0.99,5.53,345.0,39340.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Northwest Territories,Psychiatry,44300,2,4.514672686230248,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.5833333333333334,Moderate relative prevalence,
Schizophrenia,Age-standardized prevalence,Nunavut,Both sexes,Total,10+,2023–2024,2.15,0.0919,1.97,2.37,4.28,725.0,34195.0,Psychiatry,,Direct,Psychiatric condition primarily associated with psychiatry,Nunavut,Psychiatry,40900,0,0.0,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,1.0,High relative prevalence,
Arthritis,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,20+,2023–2024,7.65,0.0386,7.57,7.73,0.5,40280.0,456840.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Newfoundland and Labrador,Orthopedic Surgery,540500,31,5.735430157261795,46093.0,1486.8709677419354,0.714283339275352,,,,,Not_available_for_condition,Available,0.6666666666666666,Moderate relative prevalence,0.1590909090909091
Arthritis,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,20+,2023–2024,6.62,0.0665,6.49,6.75,1.01,10010.0,144770.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Prince Edward Island,Orthopedic Surgery,175800,8,4.550625711035267,22223.0,2777.875,1.3344734507143183,,,,,Not_available_for_condition,Available,0.5,Moderate relative prevalence,0.7954545454545454
Arthritis,Age-standardized prevalence,Nova Scotia,Both sexes,Total,20+,2023–2024,5.4,0.0229,5.36,5.45,0.42,56065.0,950925.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Nova Scotia,Orthopedic Surgery,1056200,60,5.680742283658398,65380.0,1089.6666666666667,0.5234689238338787,,,,,Not_available_for_condition,Available,0.3333333333333333,Lower relative prevalence,0.06818181818181818
Arthritis,Age-standardized prevalence,New Brunswick,Both sexes,Total,20+,2023–2024,,,,,,,,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,New Brunswick,Orthopedic Surgery,835000,46,5.508982035928144,93310.0,2028.4782608695648,0.9744680320322503,,,,,Not_available_for_condition,Available,,Evidence unavailable,0.6136363636363636
Arthritis,Age-standardized prevalence,Quebec,Both sexes,Total,20+,2023–2024,4.11,0.0074,4.1,4.13,0.18,314015.0,6976165.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Quebec,Orthopedic Surgery,8903100,431,4.841010434567735,651198.0,1510.9002320185614,0.725826844730909,,,,,Not_available_for_condition,Available,0.16666666666666666,Lower relative prevalence,0.25
Arthritis,Age-standardized prevalence,Ontario,Both sexes,Total,20+,2023–2024,6.22,0.0069,6.21,6.23,0.11,825845.0,13234785.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Ontario,Orthopedic Surgery,15788400,654,4.14228167515391,2082726.0,3184.5963302752293,1.5298597863455123,,,,,Not_available_for_condition,Available,0.4166666666666667,Lower relative prevalence,0.8863636363636364
Arthritis,Age-standardized prevalence,Manitoba,Both sexes,Total,20+,2023–2024,8.89,0.0285,8.83,8.95,0.32,98130.0,1151155.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Manitoba,Orthopedic Surgery,1461000,65,4.4490075290896645,129376.0,1990.4,0.9561754781269062,,,,,Not_available_for_condition,Available,1.0,High relative prevalence,0.5227272727272727
Arthritis,Age-standardized prevalence,Saskatchewan,Both sexes,Total,20+,2023–2024,7.99,0.0292,7.93,8.04,0.37,75615.0,991795.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Saskatchewan,Orthopedic Surgery,1217700,54,4.434589800443459,112137.0,2076.6111111111118,0.9975907466088791,,,,,Not_available_for_condition,Available,0.8333333333333334,High relative prevalence,0.7045454545454546
Arthritis,Age-standardized prevalence,Alberta,Both sexes,Total,20+,2023–2024,8.39,0.0151,8.36,8.42,0.18,314885.0,4147815.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Alberta,Orthopedic Surgery,4734700,209,4.414218429889961,358195.0,1713.8516746411483,0.8233234246576561,,,,,Not_available_for_condition,Available,0.9166666666666666,High relative prevalence,0.4318181818181818
Arthritis,Age-standardized prevalence,British Columbia,Both sexes,Total,20+,2023–2024,7.02,0.0122,7.0,7.05,0.17,337130.0,4767375.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,British Columbia,Orthopedic Surgery,5585500,301,5.388953540417152,484847.0,1610.7873754152824,0.7738119919857777,,,,,Not_available_for_condition,Available,0.5833333333333334,Moderate relative prevalence,0.3409090909090909
Arthritis,Age-standardized prevalence,Yukon,Both sexes,Total,20+,2023–2024,7.91,0.1556,7.61,8.23,1.97,2720.0,37815.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Yukon,Orthopedic Surgery,45700,1,2.1881838074398248,4110.0,4110.0,1.9744178130534487,,,,,Not_available_for_condition,Available,0.75,High relative prevalence,0.9772727272727273
Arthritis,Age-standardized prevalence,Northwest Territories,Both sexes,Total,20+,2023–2024,4.97,0.1398,4.7,5.26,2.81,1415.0,33580.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Northwest Territories,Orthopedic Surgery,44300,1,2.257336343115124,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.25,Lower relative prevalence,
Arthritis,Age-standardized prevalence,Nunavut,Both sexes,Total,20+,2023–2024,3.16,0.1581,2.86,3.52,5.0,560.0,26370.0,Orthopedic Surgery,Internal Medicine,Closest_available,Adult musculoskeletal condition; no rheumatology specialty is available so Orthopedic Surgery is the closest available specialist category,Nunavut,Orthopedic Surgery,40900,0,0.0,,,,,,,,Not_available_for_condition,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
Juvenile idiopathic arthritis,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,0–15,2023–2024,,,,,,,,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Newfoundland and Labrador,Pediatrics,540500,61,11.285846438482888,32405.0,531.2295081967213,0.2551992709983527,,0–15,,,Unavailable_for_geography,Available,,Evidence unavailable,0.3409090909090909
Juvenile idiopathic arthritis,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,0–15,2023–2024,0.09,0.0182,0.06,0.14,19.26,25.0,27345.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Prince Edward Island,Pediatrics,175800,18,10.238907849829353,3391.0,188.38888888888889,0.09050082189867861,,0–15,,,Unavailable_for_geography,Available,0.45,Lower relative prevalence,0.1590909090909091
Juvenile idiopathic arthritis,Age-standardized prevalence,Nova Scotia,Both sexes,Total,0–15,2023–2024,0.13,0.0086,0.11,0.14,6.87,210.0,163230.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Nova Scotia,Pediatrics,1056200,103,9.75194092028025,23768.0,230.7572815533981,0.1108543277836543,20.0,0–15,13.0,28.0,Available,Available,0.9,High relative prevalence,0.25
Juvenile idiopathic arthritis,Age-standardized prevalence,New Brunswick,Both sexes,Total,0–15,2023–2024,,,,,,,,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,New Brunswick,Pediatrics,835000,63,7.544910179640719,35188.0,558.5396825396825,0.26831890474539355,,0–15,,,Unavailable_for_geography,Available,,Evidence unavailable,0.4318181818181818
Juvenile idiopathic arthritis,Age-standardized prevalence,Quebec,Both sexes,Total,0–15,2023–2024,0.11,0.0027,0.1,0.11,2.5,1605.0,1475605.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Quebec,Pediatrics,8903100,702,7.8848940256764495,1750210.0,2493.1766381766383,1.1977061716556368,14.0,0–15,12.0,16.0,Available,Available,0.75,High relative prevalence,0.9772727272727273
Juvenile idiopathic arthritis,Age-standardized prevalence,Ontario,Both sexes,Total,0–15,2023–2024,0.1,0.0019,0.1,0.1,1.94,2665.0,2604165.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Ontario,Pediatrics,15788400,1372,8.689924248182209,3095592.0,2256.262390670554,1.0838940766575427,14.0,0–15,13.0,15.0,Available,Available,0.6,Moderate relative prevalence,0.7954545454545454
Juvenile idiopathic arthritis,Age-standardized prevalence,Manitoba,Both sexes,Total,0–15,2023–2024,0.09,0.0054,0.08,0.1,6.26,255.0,295045.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Manitoba,Pediatrics,1461000,143,9.787816563997264,324589.0,2269.853146853147,1.0904229893338877,12.0,0–15,9.0,17.0,Available,Available,0.45,Lower relative prevalence,0.8863636363636364
Juvenile idiopathic arthritis,Age-standardized prevalence,Saskatchewan,Both sexes,Total,0–15,2023–2024,0.08,0.0054,0.07,0.09,6.87,210.0,264895.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Saskatchewan,Pediatrics,1217700,98,8.047959267471462,79529.0,811.5204081632653,0.3898492334632497,12.0,0–15,8.0,16.0,Available,Available,0.3,Lower relative prevalence,0.5227272727272727
Juvenile idiopathic arthritis,Age-standardized prevalence,Alberta,Both sexes,Total,0–15,2023–2024,0.07,0.0027,0.07,0.08,3.62,765.0,998335.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Alberta,Pediatrics,4734700,552,11.658605613872052,955712.0,1731.3623188405795,0.8317354265616459,11.0,0–15,9.0,13.0,Available,Available,0.15,Lower relative prevalence,0.7045454545454546
Juvenile idiopathic arthritis,Age-standardized prevalence,British Columbia,Both sexes,Total,0–15,2023–2024,0.07,0.0029,0.07,0.08,3.98,630.0,838245.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,British Columbia,Pediatrics,5585500,496,8.88013606660102,483831.0,975.4657258064516,0.46860751947819196,12.0,0–15,9.0,14.0,Available,Available,0.15,Lower relative prevalence,0.6136363636363636
Juvenile idiopathic arthritis,Age-standardized prevalence,Yukon,Both sexes,Total,0–15,2023–2024,,,,,44.73,,,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Yukon,Pediatrics,45700,3,6.564551422319474,26.0,8.666666666666666,0.004163411446828034,,0–15,,,Unavailable_for_geography,Available,,Evidence unavailable,0.06818181818181818
Juvenile idiopathic arthritis,Age-standardized prevalence,Northwest Territories,Both sexes,Total,0–15,2023–2024,0.11,0.0343,0.05,0.2,31.64,10.0,9245.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Northwest Territories,Pediatrics,44300,3,6.772009029345373,,,,,0–15,,,Unavailable_for_geography,Unavailable_due_to_service_volume,0.75,High relative prevalence,
Juvenile idiopathic arthritis,Age-standardized prevalence,Nunavut,Both sexes,Total,0–15,2023–2024,0.15,0.0347,0.09,0.24,22.37,20.0,13765.0,Pediatrics,Orthopedic Surgery,Closest_available,Pediatric musculoskeletal condition; rheumatology is not available so Pediatrics provides the primary age-related specialty context,Nunavut,Pediatrics,40900,2,4.88997555012225,,,,,0–15,,,Unavailable_for_geography,Unavailable_due_to_service_volume,1.0,High relative prevalence,
Osteoarthritis,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,20+,2023–2024,16.02,0.055,15.91,16.13,0.34,86680.0,456845.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Newfoundland and Labrador,Orthopedic Surgery,540500,31,5.735430157261795,46093.0,1486.8709677419354,0.714283339275352,1207.0,20+,1172.0,1244.0,Available,Available,1.0,High relative prevalence,0.1590909090909091
Osteoarthritis,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,20+,2023–2024,14.37,0.0972,14.18,14.56,0.68,22100.0,144765.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Prince Edward Island,Orthopedic Surgery,175800,8,4.550625711035267,22223.0,2777.875,1.3344734507143183,1060.0,20+,1000.0,1124.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.7954545454545454
Osteoarthritis,Age-standardized prevalence,Nova Scotia,Both sexes,Total,20+,2023–2024,12.01,0.0337,11.95,12.08,0.28,128045.0,950930.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Nova Scotia,Orthopedic Surgery,1056200,60,5.680742283658398,65380.0,1089.6666666666667,0.5234689238338787,768.0,20+,749.0,789.0,Available,Available,0.16666666666666666,Lower relative prevalence,0.06818181818181818
Osteoarthritis,Age-standardized prevalence,New Brunswick,Both sexes,Total,20+,2023–2024,,,,,,,,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,New Brunswick,Orthopedic Surgery,835000,46,5.508982035928144,93310.0,2028.4782608695648,0.9744680320322503,,20+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.6136363636363636
Osteoarthritis,Age-standardized prevalence,Quebec,Both sexes,Total,20+,2023–2024,9.94,0.0112,9.92,9.96,0.11,795460.0,6976160.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Quebec,Orthopedic Surgery,8903100,431,4.841010434567735,651198.0,1510.9002320185614,0.725826844730909,645.0,20+,639.0,652.0,Available,Available,0.08333333333333333,Lower relative prevalence,0.25
Osteoarthritis,Age-standardized prevalence,Ontario,Both sexes,Total,20+,2023–2024,15.16,0.0106,15.13,15.18,0.07,2042470.0,13234780.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Ontario,Orthopedic Surgery,15788400,654,4.14228167515391,2082726.0,3184.5963302752293,1.5298597863455123,950.0,20+,944.0,956.0,Available,Available,0.8333333333333334,High relative prevalence,0.8863636363636364
Osteoarthritis,Age-standardized prevalence,Manitoba,Both sexes,Total,20+,2023–2024,14.92,0.0368,14.84,14.99,0.25,165115.0,1151155.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Manitoba,Orthopedic Surgery,1461000,65,4.4490075290896645,129376.0,1990.4,0.9561754781269062,1294.0,20+,1269.0,1320.0,Available,Available,0.75,High relative prevalence,0.5227272727272727
Osteoarthritis,Age-standardized prevalence,Saskatchewan,Both sexes,Total,20+,2023–2024,14.32,0.039,14.25,14.4,0.27,135950.0,991795.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Saskatchewan,Orthopedic Surgery,1217700,54,4.434589800443459,112137.0,2076.6111111111118,0.9975907466088791,1175.0,20+,1148.0,1201.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.7045454545454546
